Age,Attrition,Department,EducationField,Gender,JobRole,,NumCompaniesWorked,TotalWorkingYears
26,Yes,Human Resources,Life Sciences,Female,Human Resources,,0,8
29,No,Research & Development,Technical Degree,Male,Manufacturing Director,,4,8
33,No,Research & Development,Medical,Female,Research Director,,4,10
31,No,Sales,Life Sciences,Male,Manager,,9,10
18,Yes,Sales,Marketing,Male,Sales Representative,,1,0
40,No,Sales,Other,Male,Sales Executive,,3,20
41,No,Research & Development,Other,Female,Healthcare Representative,,2,10
26,No,Sales,Medical,Male,Sales Executive,,5,8
35,No,Sales,Medical,Female,Sales Executive,,1,5
34,No,Sales,Life Sciences,Male,Sales Executive,,1,10
26,Yes,Research & Development,Technical Degree,Male,Laboratory Technician,,1,1
37,No,Research & Development,Technical Degree,Female,Manufacturing Director,,4,12
46,No,Research & Development,Medical,Female,Healthcare Representative,,5,28
41,No,Sales,Life Sciences,Female,Manager,,7,22
37,No,Sales,Medical,Male,Sales Executive,,1,9
52,No,Research & Development,Technical Degree,Male,Research Scientist,,3,18
32,Yes,Sales,Other,Male,Sales Executive,,8,6
24,No,Sales,Medical,Male,Sales Representative,,0,3
38,No,Research & Development,Medical,Female,Healthcare Representative,,3,18
37,No,Research & Development,Life Sciences,Female,Manufacturing Director,,6,8
49,No,Research & Development,Life Sciences,Male,Research Director,,1,31
24,No,Research & Development,Medical,Male,Research Scientist,,1,6
26,No,Sales,Marketing,Male,Sales Executive,,1,6
24,No,Research & Development,Other,Male,Laboratory Technician,,1,1
50,No,Human Resources,Medical,Male,Manager,,1,32
25,No,Sales,Medical,Male,Sales Representative,,1,7
24,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,6
30,Yes,Sales,Life Sciences,Male,Sales Representative,,1,1
34,No,Research & Development,Life Sciences,Male,Research Scientist,,1,6
31,Yes,Sales,Medical,Male,Sales Executive,,2,9
35,No,Research & Development,Other,Male,Laboratory Technician,,4,9
31,No,Sales,Medical,Male,Sales Executive,,4,13
27,No,Research & Development,Medical,Female,Research Scientist,,0,6
37,No,Sales,Marketing,Male,Sales Executive,,4,17
20,No,Research & Development,Life Sciences,Female,Research Scientist,,1,1
42,No,Research & Development,Life Sciences,Female,Healthcare Representative,,1,10
43,No,Research & Development,Other,Male,Research Director,,4,21
38,No,Research & Development,Life Sciences,Female,Research Scientist,,3,8
43,No,Research & Development,Medical,Male,Laboratory Technician,,3,10
48,No,Research & Development,Life Sciences,Female,Manager,,7,21
44,No,Human Resources,Life Sciences,Female,Human Resources,,4,10
34,No,Sales,Technical Degree,Female,Sales Representative,,1,8
27,Yes,Sales,Marketing,Male,Sales Representative,,0,5
21,No,Sales,Technical Degree,Male,Sales Representative,,1,3
44,No,Research & Development,Other,Male,Manager,,4,26
22,No,Research & Development,Medical,Male,Research Scientist,,0,3
33,No,Sales,Marketing,Male,Sales Executive,,0,6
32,No,Research & Development,Life Sciences,Female,Research Scientist,,1,6
30,No,Research & Development,Medical,Female,Research Scientist,,1,1
53,No,Sales,Medical,Female,Sales Executive,,7,18
34,No,Research & Development,Life Sciences,Male,Research Scientist,,1,10
45,Yes,Sales,Life Sciences,Female,Sales Executive,,2,5
26,No,Research & Development,Life Sciences,Female,Laboratory Technician,,1,3
37,No,Research & Development,Other,Male,Manufacturing Director,,1,10
29,No,Sales,Medical,Female,Sales Executive,,1,6
35,No,Research & Development,Life Sciences,Male,Research Scientist,,1,17
33,No,Research & Development,Life Sciences,Male,Healthcare Representative,,3,15
54,No,Human Resources,Medical,Male,Human Resources,,2,16
36,No,Research & Development,Medical,Male,Manufacturing Director,,2,13
27,No,Research & Development,Medical,Male,Research Scientist,,0,5
20,Yes,Research & Development,Medical,Male,Research Scientist,,1,1
33,Yes,Research & Development,Life Sciences,Male,Research Scientist,,1,10
35,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,1
23,No,Research & Development,Medical,Male,Research Scientist,,2,5
25,No,Sales,Life Sciences,Male,Sales Executive,,0,4
38,No,Sales,Marketing,Female,Sales Executive,,0,8
29,No,Research & Development,Life Sciences,Male,Research Scientist,,1,10
48,No,Sales,Marketing,Male,Sales Executive,,3,12
27,No,Sales,Medical,Female,Sales Executive,,1,6
37,No,Research & Development,Life Sciences,Male,Research Scientist,,3,4
50,No,Research & Development,Medical,Male,Laboratory Technician,,1,20
34,No,Research & Development,Medical,Female,Healthcare Representative,,1,9
24,Yes,Sales,Life Sciences,Female,Sales Executive,,9,4
39,No,Research & Development,Technical Degree,Female,Healthcare Representative,,1,20
32,No,Sales,Marketing,Male,Sales Executive,,1,10
50,Yes,Sales,Technical Degree,Male,Sales Executive,,3,18
38,No,Research & Development,Life Sciences,Female,Healthcare Representative,,0,10
27,No,Research & Development,Life Sciences,Female,Manufacturing Director,,1,9
32,No,Research & Development,Life Sciences,Female,Research Director,,3,10
47,No,Sales,Marketing,Male,Sales Executive,,2,20
40,No,Sales,Life Sciences,Male,Sales Executive,,5,20
53,No,Research & Development,Life Sciences,Male,Research Director,,3,32
41,No,Human Resources,Human Resources,Male,Manager,,3,23
60,No,Sales,Marketing,Male,Sales Executive,,8,10
27,No,Research & Development,Life Sciences,Male,Manufacturing Director,,1,9
41,No,Human Resources,Human Resources,Male,Manager,,1,22
50,No,Sales,Marketing,Male,Sales Representative,,7,4
28,Yes,Research & Development,Life Sciences,Female,Research Scientist,,7,10
36,No,Research & Development,Life Sciences,Female,Research Director,,9,10
38,No,Research & Development,Life Sciences,Female,Manufacturing Director,,4,10
44,No,Research & Development,Medical,Male,Laboratory Technician,,2,9
47,No,Sales,Medical,Female,Sales Executive,,9,28
30,No,Sales,Marketing,Male,Sales Executive,,7,10
29,No,Sales,Life Sciences,Male,Sales Representative,,1,1
42,Yes,Research & Development,Medical,Male,Research Scientist,,6,7
43,No,Sales,Life Sciences,Male,Sales Executive,,3,7
34,No,Research & Development,Medical,Female,Healthcare Representative,,3,10
23,No,Research & Development,Medical,Male,Laboratory Technician,,1,5
39,No,Human Resources,Human Resources,Female,Human Resources,,9,12
56,No,Research & Development,Medical,Male,Healthcare Representative,,7,30
40,No,Research & Development,Medical,Female,Research Scientist,,0,5
27,No,Research & Development,Medical,Female,Healthcare Representative,,8,9
29,No,Sales,Marketing,Male,Sales Representative,,1,2
53,No,Research & Development,Life Sciences,Male,Laboratory Technician,,2,19
35,No,Research & Development,Life Sciences,Female,Healthcare Representative,,2,16
32,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,10
38,No,Research & Development,Medical,Male,Research Scientist,,6,6
34,No,Research & Development,Life Sciences,Female,Manufacturing Director,,3,7
52,No,Sales,Marketing,Male,Manager,,1,34
33,Yes,Research & Development,Other,Male,Research Scientist,,1,10
25,No,Sales,Medical,Female,Sales Executive,,1,6
45,No,Sales,Technical Degree,Male,Sales Representative,,0,9
23,No,Research & Development,Medical,Male,Research Scientist,,1,2
47,Yes,Sales,Life Sciences,Female,Sales Executive,,4,8
34,No,Sales,Other,Male,Sales Executive,,1,6
55,Yes,Research & Development,Medical,Male,Manager,,5,24
36,No,Sales,Life Sciences,Male,Sales Executive,,1,10
52,No,Research & Development,Medical,Male,Research Scientist,,0,5
26,No,Research & Development,Life Sciences,Female,Laboratory Technician,,3,5
29,No,Research & Development,Medical,Female,Healthcare Representative,,4,11
26,Yes,Sales,Technical Degree,Male,Sales Executive,,6,6
34,No,Research & Development,Life Sciences,Female,Research Scientist,,2,10
54,No,Research & Development,Medical,Female,Manufacturing Director,,9,9
27,No,Sales,Marketing,Male,Sales Executive,,0,5
37,No,Research & Development,Life Sciences,Female,Research Scientist,,0,6
38,No,Research & Development,Life Sciences,Female,Manufacturing Director,,6,17
34,No,Research & Development,Medical,Female,Research Scientist,,1,6
35,No,Sales,Life Sciences,Female,Sales Representative,,1,3
30,No,Research & Development,Life Sciences,Male,Laboratory Technician,,3,7
40,No,Research & Development,Medical,Female,Healthcare Representative,,1,8
34,No,Sales,Life Sciences,Female,Sales Executive,,5,6
42,No,Research & Development,Life Sciences,Male,Manager,,1,24
23,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,,1,1
24,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,1
52,No,Research & Development,Life Sciences,Female,Laboratory Technician,,8,9
50,No,Research & Development,Medical,Male,Research Director,,5,30
29,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,1
33,No,Research & Development,Medical,Male,Research Director,,0,14
33,Yes,Sales,Marketing,Female,Sales Executive,,5,6
47,No,Research & Development,Other,Female,Manager,,1,26
36,No,Research & Development,Other,Female,Manufacturing Director,,0,10
29,No,Research & Development,Life Sciences,Male,Research Scientist,,1,10
58,Yes,Research & Development,Life Sciences,Male,Research Director,,7,40
35,No,Research & Development,Life Sciences,Female,Research Scientist,,3,7
42,No,Research & Development,Life Sciences,Female,Manufacturing Director,,9,8
28,Yes,Research & Development,Medical,Male,Research Scientist,,6,5
36,No,Human Resources,Human Resources,Male,Human Resources,,4,8
32,No,Research & Development,Life Sciences,Female,Manufacturing Director,,1,14
40,No,Research & Development,Medical,Male,Laboratory Technician,,6,10
30,No,Research & Development,Medical,Female,Manufacturing Director,,5,12
45,No,Research & Development,Life Sciences,Female,Research Scientist,,1,1
42,No,Research & Development,Life Sciences,Male,Manufacturing Director,,1,10
38,No,Research & Development,Life Sciences,Male,Healthcare Representative,,2,13
34,No,Research & Development,Life Sciences,Female,Research Scientist,,1,6
49,Yes,Sales,Marketing,Female,Sales Executive,,1,9
55,Yes,Sales,Medical,Male,Sales Executive,,4,12
43,No,Research & Development,Life Sciences,Male,Research Director,,6,22
27,No,Research & Development,Technical Degree,Male,Research Director,,1,9
35,No,Research & Development,Other,Male,Manufacturing Director,,3,17
28,No,Sales,Marketing,Female,Sales Executive,,1,8
34,No,Human Resources,Human Resources,Male,Human Resources,,0,4
26,Yes,Research & Development,Medical,Female,Research Scientist,,1,8
27,No,Research & Development,Medical,Male,Research Scientist,,1,0
51,No,Sales,Marketing,Female,Manager,,2,29
44,No,Research & Development,Medical,Male,Healthcare Representative,,9,10
25,No,Research & Development,Medical,Male,Research Scientist,,7,6
33,No,Sales,Medical,Male,Sales Executive,,1,9
35,No,Research & Development,Medical,Female,Research Scientist,,1,6
36,No,Sales,Life Sciences,Male,Sales Executive,,1,18
32,No,Sales,Life Sciences,Male,Sales Executive,,2,8
30,No,Research & Development,Life Sciences,Male,Research Scientist,,9,10
53,No,Sales,Marketing,Female,Sales Executive,,7,35
45,No,Sales,Marketing,Male,Sales Executive,,4,18
32,No,Research & Development,Medical,Female,Research Scientist,,5,9
52,No,Research & Development,Medical,Female,Manufacturing Director,,3,31
37,No,Sales,Marketing,Male,Sales Executive,,4,9
28,No,Human Resources,Medical,Male,Human Resources,,1,6
22,No,Research & Development,Life Sciences,Male,Manufacturing Director,,6,4
44,No,Research & Development,Life Sciences,Male,Laboratory Technician,,2,10
42,No,Research & Development,Medical,Male,Research Scientist,,5,8
36,No,Human Resources,Life Sciences,Male,Human Resources,,0,6
25,No,Sales,Other,Male,Sales Executive,,1,5
35,No,Research & Development,Life Sciences,Female,Manufacturing Director,,1,17
35,Yes,Research & Development,Life Sciences,Female,Research Scientist,,1,10
32,No,Research & Development,Life Sciences,Male,Laboratory Technician,,0,4
25,No,Sales,Marketing,Male,Sales Executive,,1,5
49,No,Research & Development,Technical Degree,Female,Research Scientist,,2,7
24,No,Research & Development,Life Sciences,Male,Laboratory Technician,,0,6
32,No,Sales,Life Sciences,Male,Sales Executive,,1,10
38,No,Sales,Marketing,Male,Sales Representative,,0,3
42,No,Research & Development,Life Sciences,Female,Laboratory Technician,,2,17
31,No,Research & Development,Life Sciences,Male,Research Scientist,,3,8
29,Yes,Sales,Medical,Female,Sales Representative,,6,5
53,No,Sales,Marketing,Male,Sales Executive,,5,28
35,No,Research & Development,Technical Degree,Male,Manufacturing Director,,3,16
37,No,Sales,Medical,Female,Sales Representative,,5,10
53,No,Research & Development,Life Sciences,Female,Research Director,,6,33
43,No,Research & Development,Life Sciences,Female,Healthcare Representative,,4,12
47,No,Sales,Marketing,Female,Sales Executive,,0,8
37,No,Sales,Medical,Male,Sales Executive,,1,10
50,No,Research & Development,Life Sciences,Male,Manager,,1,31
39,No,Human Resources,Life Sciences,Female,Human Resources,,8,13
33,No,Human Resources,Human Resources,Male,Human Resources,,3,7
32,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,,1,1
29,No,Research & Development,Medical,Female,Laboratory Technician,,6,8
44,No,Research & Development,Life Sciences,Male,Research Scientist,,1,8
28,No,Sales,Medical,Male,Sales Executive,,1,4
58,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,,9,3
43,No,Research & Development,Life Sciences,Female,Manufacturing Director,,4,4
20,Yes,Sales,Medical,Female,Sales Representative,,1,2
21,Yes,Research & Development,Other,Female,Research Scientist,,1,1
36,No,Research & Development,Life Sciences,Male,Healthcare Representative,,0,17
47,No,Sales,Life Sciences,Female,Sales Representative,,1,3
22,Yes,Research & Development,Life Sciences,Female,Manufacturing Director,,0,4
41,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,4,10
28,No,Research & Development,Medical,Female,Research Scientist,,5,6
39,Yes,Research & Development,Medical,Male,Laboratory Technician,,7,8
27,No,Research & Development,Life Sciences,Female,Research Scientist,,1,1
34,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,1
42,No,Sales,Medical,Female,Sales Executive,,7,10
33,No,Research & Development,Other,Male,Research Scientist,,3,6
58,No,Research & Development,Technical Degree,Female,Healthcare Representative,,2,24
31,No,Sales,Life Sciences,Male,Sales Representative,,3,13
35,No,Research & Development,Life Sciences,Female,Healthcare Representative,,1,10
49,No,Research & Development,Other,Female,Laboratory Technician,,4,29
48,No,Research & Development,Medical,Male,Research Scientist,,4,13
31,No,Sales,Marketing,Female,Sales Executive,,1,9
36,No,Research & Development,Other,Male,Research Scientist,,2,8
38,No,Research & Development,Technical Degree,Female,Research Director,,1,15
32,No,Research & Development,Life Sciences,Female,Laboratory Technician,,6,5
25,Yes,Sales,Marketing,Male,Sales Representative,,1,1
40,No,Sales,Marketing,Male,Sales Executive,,2,11
26,No,Sales,Medical,Male,Sales Executive,,1,7
41,No,Research & Development,Medical,Male,Laboratory Technician,,2,20
36,No,Research & Development,Medical,Male,Laboratory Technician,,4,16
19,Yes,Sales,Other,Male,Sales Representative,,1,1
20,Yes,Research & Development,Technical Degree,Male,Laboratory Technician,,1,1
31,No,Research & Development,Medical,Female,Healthcare Representative,,0,10
40,No,Research & Development,Medical,Male,Research Scientist,,8,3
32,No,Research & Development,Medical,Female,Manufacturing Director,,1,8
36,Yes,Sales,Life Sciences,Male,Sales Executive,,1,16
33,No,Research & Development,Life Sciences,Female,Healthcare Representative,,0,6
37,Yes,Sales,Life Sciences,Male,Sales Executive,,5,17
45,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,9
29,No,Sales,Technical Degree,Female,Sales Representative,,1,3
35,No,Sales,Medical,Female,Sales Executive,,1,5
52,No,Research & Development,Life Sciences,Male,Manager,,2,26
58,Yes,Research & Development,Technical Degree,Male,Research Scientist,,4,7
53,No,Sales,Medical,Male,Manager,,6,22
30,No,Sales,Other,Male,Sales Executive,,5,10
38,No,Sales,Technical Degree,Female,Sales Executive,,1,6
35,No,Sales,Life Sciences,Male,Sales Executive,,6,12
39,No,Sales,Life Sciences,Male,Sales Executive,,0,9
40,Yes,Sales,Life Sciences,Female,Sales Executive,,4,22
47,No,Research & Development,Medical,Male,Manufacturing Director,,1,20
36,No,Sales,Technical Degree,Male,Sales Executive,,4,12
31,Yes,Research & Development,Medical,Male,Research Scientist,,0,4
33,No,Sales,Life Sciences,Male,Manager,,1,10
29,Yes,Research & Development,Life Sciences,Female,Research Scientist,,6,3
33,No,Research & Development,Life Sciences,Female,Research Scientist,,3,5
45,No,Research & Development,Medical,Female,Laboratory Technician,,3,8
50,No,Research & Development,Medical,Male,Research Director,,9,32
33,No,Research & Development,Other,Female,Healthcare Representative,,1,6
41,No,Research & Development,Medical,Male,Research Director,,2,21
27,No,Research & Development,Technical Degree,Female,Laboratory Technician,,9,4
45,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,9
47,No,Sales,Life Sciences,Female,Sales Executive,,1,9
30,Yes,Research & Development,Life Sciences,Female,Research Scientist,,4,7
50,No,Research & Development,Life Sciences,Male,Manufacturing Director,,3,22
38,No,Research & Development,Medical,Male,Research Scientist,,0,3
46,No,Research & Development,Medical,Male,Manufacturing Director,,6,13
24,No,Research & Development,Medical,Female,Manufacturing Director,,1,5
35,Yes,Research & Development,Other,Male,Laboratory Technician,,1,5
31,No,Research & Development,Life Sciences,Female,Manufacturing Director,,1,4
18,No,Research & Development,Life Sciences,Male,Research Scientist,,1,0
54,No,Research & Development,Technical Degree,Female,Manufacturing Director,,8,22
35,No,Research & Development,Medical,Female,Healthcare Representative,,1,16
30,No,Research & Development,Life Sciences,Female,Research Director,,0,9
20,Yes,Research & Development,Medical,Female,Research Scientist,,1,1
30,Yes,Research & Development,Medical,Female,Laboratory Technician,,0,4
26,No,Research & Development,Medical,Male,Manufacturing Director,,1,8
22,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,4
48,No,Research & Development,Life Sciences,Male,Healthcare Representative,,2,19
48,No,Research & Development,Life Sciences,Male,Healthcare Representative,,7,27
41,No,Research & Development,Medical,Female,Manufacturing Director,,6,8
39,No,Research & Development,Life Sciences,Female,Manufacturing Director,,1,21
27,No,Research & Development,Life Sciences,Female,Manufacturing Director,,0,4
35,No,Research & Development,Other,Male,Laboratory Technician,,1,3
42,No,Sales,Marketing,Male,Manager,,6,21
50,No,Research & Development,Life Sciences,Male,Laboratory Technician,,4,8
59,No,Research & Development,Life Sciences,Female,Manufacturing Director,,3,30
37,Yes,Research & Development,Medical,Female,Healthcare Representative,,5,15
55,No,Research & Development,Medical,Male,Healthcare Representative,,3,17
41,No,Research & Development,Life Sciences,Female,Research Director,,1,21
38,No,Sales,Life Sciences,Male,Sales Executive,,8,19
26,Yes,Sales,Medical,Male,Sales Executive,,8,7
52,Yes,Sales,Marketing,Female,Manager,,1,33
44,No,Sales,Medical,Female,Sales Executive,,3,23
50,No,Sales,Life Sciences,Female,Sales Executive,,0,19
36,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,18
39,No,Research & Development,Medical,Female,Manufacturing Director,,1,21
33,No,Sales,Life Sciences,Female,Sales Representative,,0,3
45,No,Sales,Life Sciences,Female,Manager,,3,26
32,No,Research & Development,Medical,Female,Laboratory Technician,,9,10
34,No,Sales,Marketing,Male,Sales Executive,,0,16
59,No,Sales,Technical Degree,Male,Manager,,3,14
45,No,Human Resources,Medical,Male,Human Resources,,1,6
53,No,Sales,Marketing,Female,Sales Executive,,2,30
36,Yes,Research & Development,Other,Male,Laboratory Technician,,7,9
26,Yes,Research & Development,Life Sciences,Male,Research Scientist,,6,6
34,No,Sales,Life Sciences,Female,Sales Representative,,1,1
28,No,Sales,Medical,Male,Sales Representative,,1,1
38,No,Research & Development,Other,Male,Research Scientist,,3,8
50,No,Research & Development,Medical,Male,Research Director,,2,29
37,No,Research & Development,Other,Female,Healthcare Representative,,3,8
40,No,Sales,Marketing,Male,Sales Executive,,1,8
26,No,Research & Development,Medical,Female,Research Scientist,,1,5
46,No,Research & Development,Medical,Male,Research Director,,9,23
54,No,Sales,Life Sciences,Female,Sales Executive,,6,13
56,No,Research & Development,Medical,Female,Research Scientist,,2,18
36,No,Research & Development,Medical,Female,Manufacturing Director,,0,15
55,No,Research & Development,Medical,Male,Manager,,7,31
43,No,Sales,Medical,Male,Sales Executive,,5,18
20,Yes,Sales,Marketing,Female,Sales Representative,,1,2
21,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,1
46,No,Research & Development,Life Sciences,Female,Research Scientist,,8,19
51,Yes,Research & Development,Life Sciences,Male,Research Scientist,,9,18
28,Yes,Research & Development,Technical Degree,Male,Healthcare Representative,,1,10
26,No,Research & Development,Medical,Male,Laboratory Technician,,1,6
30,No,Research & Development,Other,Male,Manufacturing Director,,0,7
41,No,Research & Development,Technical Degree,Female,Research Scientist,,1,10
38,No,Research & Development,Life Sciences,Female,Healthcare Representative,,0,20
40,No,Research & Development,Technical Degree,Male,Healthcare Representative,,4,14
27,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,3
55,No,Research & Development,Life Sciences,Male,Manufacturing Director,,3,23
28,No,Research & Development,Other,Female,Research Scientist,,3,10
44,Yes,Human Resources,Medical,Male,Human Resources,,9,24
33,No,Research & Development,Life Sciences,Male,Healthcare Representative,,4,9
35,Yes,Sales,Technical Degree,Male,Sales Executive,,0,9
33,Yes,Research & Development,Medical,Female,Research Scientist,,1,14
28,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,4
34,No,Research & Development,Life Sciences,Male,Healthcare Representative,,0,7
37,No,Sales,Life Sciences,Female,Sales Executive,,2,8
25,Yes,Research & Development,Technical Degree,Male,Laboratory Technician,,1,7
26,Yes,Research & Development,Medical,Male,Laboratory Technician,,1,1
33,Yes,Research & Development,Medical,Male,Research Scientist,,4,5
42,No,Research & Development,Medical,Male,Manager,,0,23
28,Yes,Research & Development,Medical,Male,Laboratory Technician,,1,1
50,Yes,Sales,Other,Male,Sales Executive,,3,5
33,No,Sales,Life Sciences,Female,Sales Executive,,0,4
34,No,Research & Development,Life Sciences,Male,Research Scientist,,3,6
48,No,Research & Development,Medical,Male,Manager,,2,27
45,No,Sales,Life Sciences,Female,Sales Executive,,1,15
52,No,Research & Development,Life Sciences,Male,Healthcare Representative,,7,18
38,No,Sales,Marketing,Male,Sales Executive,,0,9
29,No,Research & Development,Life Sciences,Female,Research Scientist,,4,11
28,No,Research & Development,Medical,Female,Manufacturing Director,,0,10
46,No,Sales,Marketing,Male,Manager,,3,23
38,No,Sales,Marketing,Male,Sales Executive,,7,10
43,No,Research & Development,Life Sciences,Female,Manufacturing Director,,8,18
39,Yes,Research & Development,Life Sciences,Male,Healthcare Representative,,7,21
40,No,Research & Development,Medical,Male,Research Director,,1,21
21,No,Research & Development,Technical Degree,Female,Research Scientist,,1,2
39,No,Research & Development,Life Sciences,Male,Laboratory Technician,,9,9
36,No,Research & Development,Life Sciences,Male,Manufacturing Director,,2,18
31,No,Sales,Life Sciences,Male,Sales Representative,,0,3
28,No,Research & Development,Life Sciences,Male,Research Scientist,,0,6
35,No,Sales,Marketing,Male,Sales Executive,,1,5
49,No,Sales,Technical Degree,Male,Sales Executive,,6,22
34,No,Research & Development,Life Sciences,Male,Manufacturing Director,,2,5
29,No,Research & Development,Life Sciences,Female,Research Scientist,,0,8
42,No,Research & Development,Medical,Male,Laboratory Technician,,4,16
29,No,Research & Development,Medical,Male,Manufacturing Director,,1,10
38,No,Human Resources,Human Resources,Male,Human Resources,,1,7
28,No,Research & Development,Life Sciences,Male,Research Scientist,,1,3
18,Yes,Research & Development,Medical,Male,Laboratory Technician,,1,0
33,Yes,Sales,Marketing,Female,Sales Executive,,0,6
41,No,Research & Development,Life Sciences,Male,Laboratory Technician,,3,6
31,Yes,Research & Development,Medical,Male,Laboratory Technician,,1,2
37,No,Research & Development,Medical,Female,Healthcare Representative,,7,9
27,No,Research & Development,Life Sciences,Male,Research Scientist,,1,4
34,No,Sales,Life Sciences,Female,Sales Executive,,1,6
35,No,Human Resources,Technical Degree,Male,Human Resources,,1,6
29,Yes,Sales,Life Sciences,Female,Sales Executive,,1,11
40,No,Research & Development,Medical,Female,Research Director,,9,20
42,Yes,Sales,Life Sciences,Male,Sales Executive,,0,22
42,No,Sales,Marketing,Male,Sales Executive,,7,9
35,No,Research & Development,Medical,Male,Laboratory Technician,,6,10
24,No,Research & Development,Medical,Male,Laboratory Technician,,8,6
28,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,1
26,No,Research & Development,Medical,Male,Laboratory Technician,,1,8
30,No,Sales,Marketing,Male,Sales Executive,,1,10
40,No,Research & Development,Medical,Female,Research Scientist,,3,16
35,No,Research & Development,Life Sciences,Male,Manufacturing Director,,2,15
34,No,Research & Development,Medical,Male,Healthcare Representative,,0,14
35,No,Research & Development,Other,Male,Laboratory Technician,,1,2
43,Yes,Sales,Marketing,Female,Sales Executive,,8,7
32,No,Sales,Life Sciences,Female,Sales Representative,,1,1
56,No,Research & Development,Technical Degree,Female,Manager,,4,28
29,No,Research & Development,Medical,Female,Laboratory Technician,,1,10
19,No,Research & Development,Life Sciences,Male,Research Scientist,,1,1
45,No,Research & Development,Medical,Female,Research Scientist,,4,7
37,No,Research & Development,Life Sciences,Female,Manufacturing Director,,1,14
20,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,2
44,Yes,Research & Development,Life Sciences,Male,Research Scientist,,1,6
53,No,Research & Development,Medical,Female,Manager,,3,26
29,No,Research & Development,Life Sciences,Female,Research Scientist,,0,6
22,Yes,Research & Development,Life Sciences,Male,Research Scientist,,0,1
46,No,Sales,Marketing,Female,Manager,,8,28
44,No,Research & Development,Life Sciences,Male,Research Scientist,,2,6
33,No,Human Resources,Human Resources,Male,Human Resources,,1,5
41,Yes,Research & Development,Life Sciences,Male,Research Scientist,,6,5
30,No,Sales,Life Sciences,Male,Sales Executive,,8,8
40,No,Sales,Medical,Male,Sales Executive,,5,5
50,No,Research & Development,Medical,Female,Manager,,2,32
28,No,Research & Development,Medical,Male,Laboratory Technician,,1,6
46,No,Research & Development,Life Sciences,Male,Research Director,,5,25
35,No,Sales,Life Sciences,Male,Sales Executive,,3,15
24,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,1
33,No,Sales,Medical,Female,Sales Executive,,1,10
36,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,7
30,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,10
44,No,Research & Development,Other,Male,Research Scientist,,1,20
20,No,Sales,Marketing,Male,Sales Representative,,1,2
46,No,Research & Development,Technical Degree,Male,Manufacturing Director,,2,12
42,No,Human Resources,Medical,Male,Human Resources,,7,10
60,No,Sales,Marketing,Male,Sales Executive,,0,12
32,No,Research & Development,Other,Female,Laboratory Technician,,1,2
32,No,Research & Development,Life Sciences,Female,Research Scientist,,4,10
36,No,Research & Development,Technical Degree,Female,Manufacturing Director,,2,17
33,No,Research & Development,Medical,Male,Research Scientist,,0,15
40,No,Sales,Technical Degree,Female,Sales Executive,,7,7
25,No,Sales,Life Sciences,Male,Sales Executive,,0,5
30,No,Research & Development,Medical,Male,Research Scientist,,0,12
42,No,Research & Development,Medical,Female,Research Director,,3,20
35,No,Sales,Marketing,Female,Sales Executive,,4,16
27,No,Research & Development,Life Sciences,Male,Research Scientist,,1,9
54,No,Research & Development,Life Sciences,Female,Manufacturing Director,,7,33
44,No,Research & Development,Life Sciences,Female,Research Scientist,,1,10
19,Yes,Research & Development,Medical,Female,Research Scientist,,1,1
29,No,Research & Development,Life Sciences,Female,Research Scientist,,1,3
54,No,Research & Development,Life Sciences,Male,Research Director,,3,36
31,No,Research & Development,Medical,Male,Healthcare Representative,,1,6
31,No,Research & Development,Medical,Female,Healthcare Representative,,1,10
59,No,Sales,Life Sciences,Female,Sales Executive,,5,13
43,No,Research & Development,Life Sciences,Male,Research Director,,3,25
49,No,Research & Development,Medical,Male,Manager,,2,23
36,No,Research & Development,Technical Degree,Male,Research Scientist,,1,12
48,No,Research & Development,Technical Degree,Male,Laboratory Technician,,5,7
27,No,Research & Development,Life Sciences,Male,Research Scientist,,1,5
29,No,Research & Development,Life Sciences,Male,Healthcare Representative,,1,6
48,No,Research & Development,Life Sciences,Male,Research Director,,6,25
29,No,Research & Development,Life Sciences,Female,Research Director,,3,9
34,No,Research & Development,Technical Degree,Female,Research Scientist,,0,2
44,No,Sales,Marketing,Male,Manager,,7,26
